Discipline,Semester,Category,Credits,Course Code,Course Title,Mandatory,Weightage,Hardness
FYUGP Economics,3,DSC,4,UK3DSCECO203,Economics of the Service Sector,0.0,0.5,2.0
FYUGP Economics,3,DSC,4,UK3DSCECO204,Money and Banking,0.0,0.5,2.0
FYUGP Economics,4,DSC,4,UK4DSCECO202,Economics of Migration,0.0,0.5,2.0
FYUGP Economics,4,DSC,4,UK4DSCECO203,Monetary Economics,0.0,0.5,2.0
FYUGP Economics,4,DSC,4,UK4DSCECO204,Economics of Labour,0.0,0.5,2.0
FYUGP Economics,5,DSC,4,UK5DSCECO303,Economics of Education,0.0,0.5,2.0
FYUGP Electronics,3,DSC,4,UK3DSCELE202,Communication Systems,0.0,0.5,2.0
FYUGP Electronics,3,DSC,4,UK3DSCELE203,Space Electronics,0.0,0.5,2.0
FYUGP Electronics,4,DSC,4,UK4DSCELE200,Introduction to Analog and Digital Communication,0.0,0.5,2.0
FYUGP Electronics,4,DSC,4,UK4DSCELE201,Mathematics for Electronics,0.0,0.5,2.0
FYUGP Electronics,4,DSC,4,UK4DSCELE202,Electronic Device and circuits -II,0.0,0.5,2.0
FYUGP Electronics,5,DSC,4,UK5DSCELE300,Microprocessor and Microcontroller,0.0,0.5,2.0
FYUGP Electronics,5,DSC,4,UK5DSCELE301,Fibre Optics and Optical Communication,0.0,0.5,2.0
FYUGP Electronics,5,DSC,4,UK5DSCELE302,Electronic Instrumentation,0.0,0.5,2.0
FYUGP Electronics,6,DSC,4,UK6DSCELE300,Linear Integrated Circuits,0.0,0.5,2.0
FYUGP Electronics,6,DSC,4,UK6DSCELE301,Biomedical Engineering,0.0,0.5,2.0
FYUGP Electronics,6,DSC,4,UK6DSCELE302,Digital Signal Processing,0.0,0.5,2.0
FYUGP Electronics,6,DSC,4,UK6DSCELE303,Advanced project Managements Technique & Implications,0.0,0.5,2.0
FYUGP Electronics,7,DSC,4,UK7DSCELE400,Control Systems,0.0,0.5,2.0
FYUGP Economics,6,DSC,4,UK6DSCECO303,Economics of Disaster Management,0.0,0.5,2.0
FYUGP Economics,6,DSC,4,UK6DSCECO304,Operations Research,0.0,0.5,2.0
FYUGP Economics,6,DSC,4,UK6DSCECO305,Mathematical Economics,0.0,0.5,2.0
FYUGP Electronics,7,DSC,4,UK7DSCELE403,Radar Technology,0.0,0.5,2.0
FYUGP Electronics,8,DSC,4,UK8DSCELE400,Capstone online course,0.0,0.5,2.0
FYUGP Electronics,8,DSC,4,UK8DSCELE401,Capstone online course,0.0,0.5,2.0
FYUGP English,1,DSC,4,UK1DSCENG100,Introduction to Literary Studies,0.0,0.5,2.0
FYUGP English,1,DSC,4,UK1DSCENG101,Reading Cinema,0.0,0.5,2.0
FYUGP English,1,DSC,4,UK1DSCENG102,Language for Media,0.0,0.5,2.0
FYUGP English,1,DSC,4,UK1DSCENG103,Art and Literature,0.0,0.5,2.0
FYUGP English,1,DSC,4,UK1DSCENG104,Reading Culture,0.0,0.5,2.0
FYUGP English,1,DSC,4,UK1DSCENG105,AI and Literary Studies,0.0,0.5,2.0
FYUGP English,2,DSC,4,UK2DSCENG100,The Art of Story Telling,0.0,0.5,2.0
FYUGP English,2,DSC,4,UK2DSCENG101,Media Practices,0.0,0.5,2.0
FYUGP English,2,DSC,4,UK2DSCENG102,Popular Literature,0.0,0.5,2.0
FYUGP English,2,DSC,4,UK2DSCENG103,"Narratives of Social Struggle, Resistance and Justice",0.0,0.5,2.0
FYUGP English,2,DSC,4,UK2DSCENG104,Climate Narratives,0.0,0.5,2.0
FYUGP Electronics,2,DSC,4,UK2DSCELE102,Fundamentals of Digital Technology,0.0,0.5,2.0
FYUGP Electronics,3,DSC,4,UK3DSCELE201,Microprocessor Architechture and Applications,0.0,0.5,2.0
FYUGP English,3,DSC,4,UK3DSCENG201,British Literature: Anglo-Saxons to the Puritans,0.0,0.5,2.0
FYUGP English,3,DSC,4,UK3DSCENG202,Women's Writing in India,0.0,0.5,2.0
FYUGP English,3,DSC,4,UK3DSCENG203,Dalit Narratives,0.0,0.5,2.0
FYUGP English,3,DSC,4,UK3DSCENG204,Film and Literature,0.0,0.5,2.0
FYUGP English,4,DSC,4,UK4DSCENG200,Regional Writing in English Translation,0.0,0.5,2.0
FYUGP English,4,DSC,4,UK4DSCENG201,20th and 21st Century Malayalam Literature in Translation,0.0,0.5,2.0
FYUGP English,4,DSC,4,UK4DSCENG202,British Literature: Augustans to Victorians,0.0,0.5,2.0
FYUGP English,4,DSC,4,UK4DSCENG203,World Classics,0.0,0.5,2.0
FYUGP English,4,DSC,4,UK4DSCENG204,Shakespeare Studies,0.0,0.5,2.0
FYUGP English,4,DSC,4,UK4DSCENG205,Literary Criticism,0.0,0.5,2.0
FYUGP English,4,DSC,4,UK4DSCENG206,African and Caribbean Literature,0.0,0.5,2.0
FYUGP English,5,DSC,4,UK5DSCENG300,20th and 21st Century British Literature,0.0,0.5,2.0
FYUGP English,5,DSC,4,UK5DSCENG301,Comparative Literature,0.0,0.5,2.0
FYUGP English,5,DSC,4,UK5DSCENG302,Translation Studies I,0.0,0.5,2.0
FYUGP Electronics,7,DSC,4,UK7DSCELE401,VHDL,0.0,0.5,2.0
FYUGP Electronics,7,DSC,4,UK7DSCELE402,Digital Image Processing,0.0,0.5,2.0
FYUGP English,5,DSC,4,UK5DSCENG305,American Literature,0.0,0.5,2.0
FYUGP English,5,DSC,4,UK5DSCENG306,Life Narratives,0.0,0.5,2.0
FYUGP English,5,DSC,4,UK5DSCENG307,Marginalities and Resistances,0.0,0.5,2.0
FYUGP English,6,DSC,4,UK6DSCENG300,Postcolonial Literatures,0.0,0.5,2.0
FYUGP English,6,DSC,4,UK6DSCENG301,Literature and Power,0.0,0.5,2.0
FYUGP English,6,DSC,4,UK6DSCENG302,Creative Writing for Advertising,0.0,0.5,2.0
FYUGP English,6,DSC,4,UK6DSCENG303,Theatre Studies,0.0,0.5,2.0
FYUGP English,6,DSC,4,UK6DSCENG304,Gender and Sexuality,0.0,0.5,2.0
FYUGP English,6,DSC,4,UK6DSCENG305,Trauma Narratives,0.0,0.5,2.0
FYUGP English,6,DSC,4,UK6DSCENG306,Linguistics,0.0,0.5,2.0
FYUGP English,7,DSC,4,UK7DSCENG400,Cultural Studies,0.0,0.5,2.0
FYUGP English,7,DSC,4,UK7DSCENG401,Research Methodology for Humanities,0.0,0.5,2.0
FYUGP English,7,DSC,4,UK7DSCENG402,English Language Teaching,0.0,0.5,2.0
FYUGP English,7,DSC,4,UK7DSCENG403,Translation Studies II,0.0,0.5,2.0
FYUGP English,2,DSC,4,UK2DSCENG105,Language for Specific Purposes,0.0,0.5,2.0
FYUGP English,3,DSC,4,UK3DSCENG200,South Asian Literature,0.0,0.5,2.0
FYUGP English,7,DSC,4,UK7DSCENG406,Academic Writing for Humanities,0.0,0.5,2.0
FYUGP English,8,DSC,4,UK8DSCENG400,ONLINE,0.0,0.5,2.0
FYUGP English,8,DSC,4,UK8DSCENG401,ONLINE,0.0,0.5,2.0
FYUGP Geography,1,DSC,4,UK1DSCGGY100,Geomorphology,0.0,0.5,2.0
FYUGP Geography,1,DSC,4,UK1DSCGGY101,Fluvial and Coastal Geomorphology,0.0,0.5,2.0
FYUGP Geography,1,DSC,4,UK1DSCGGY102,Earth Structure and tectonics,0.0,0.5,2.0
FYUGP Geography,1,DSC,4,UK1DSCGGY103,General Geography,0.0,0.5,2.0
FYUGP Geography,1,DSC,4,UK1DSCGGY104,Geography of Tourism,0.0,0.5,2.0
FYUGP Geography,1,DSC,4,UK1DSCGGY105,Medical Geography,0.0,0.5,2.0
FYUGP Geography,2,DSC,4,UK2DSCGGY100,Climatology and Oceanography,0.0,0.5,2.0
FYUGP Geography,2,DSC,4,UK2DSCGGY101,Climatology,0.0,0.5,2.0
FYUGP Geography,2,DSC,4,UK2DSCGGY102,Global Climate and Climate Change,0.0,0.5,2.0
FYUGP Geography,2,DSC,4,UK2DSCGGY103,Tropical Meteorology,0.0,0.5,2.0
FYUGP Geography,2,DSC,4,UK2DSCGGY104,Biogeography,0.0,0.5,2.0
FYUGP English,5,DSC,4,UK5DSCENG303,Introduction to Literary Theory,0.0,0.5,2.0
FYUGP English,5,DSC,4,UK5DSCENG304,Indian Literature,0.0,0.5,2.0
FYUGP Geography,3,DSC,4,UK3DSCGGY200,Environmental Geography,0.0,0.5,2.0
FYUGP Geography,3,DSC,4,UK3DSCGGY201,Oceanography,0.0,0.5,2.0
FYUGP Geography,3,DSC,4,UK3DSCGGY202,Coastal and Estuarine Oceanography,0.0,0.5,2.0
FYUGP Geography,3,DSC,4,UK3DSCGGY203,Physical and Cultural Geography of India,0.0,0.5,2.0
FYUGP Geography,3,DSC,4,UK3DSCGGY204,Kerala - Land and People,0.0,0.5,2.0
FYUGP Geography,3,DSC,4,UK3DSCGGY205,Natural resource management in India,0.0,0.5,2.0
FYUGP Geography,3,DSC,4,UK3DSCGGY206,Water Resource Management in Kerala,0.0,0.5,2.0
FYUGP Geography,4,DSC,4,UK4DSCGGY200,Fundamentals of Remote Sensing,0.0,0.5,2.0
FYUGP Geography,4,DSC,4,UK4DSCGGY201,Geographic Information System,0.0,0.5,2.0
FYUGP Geography,5,DSC,4,UK5DSCGGY300,Geography of India,0.0,0.5,2.0
FYUGP Geography,5,DSC,4,UK5DSCGGY301,Physical Geography of India,0.0,0.5,2.0
FYUGP Geography,5,DSC,4,UK5DSCGGY302,India-Social and Economic Geography,0.0,0.5,2.0
FYUGP Geography,5,DSC,4,UK5DSCGGY303,Disaster Management,0.0,0.5,2.0
FYUGP Geography,5,DSC,4,UK5DSCGGY304,Human Geography,0.0,0.5,2.0
FYUGP English,7,DSC,4,UK7DSCENG404,Film Studies,0.0,0.5,2.0
FYUGP English,7,DSC,4,UK7DSCENG405,Critical Discourse Analysis,0.0,0.5,2.0
FYUGP Geography,6,DSC,4,UK6DSCGGY302,World Regional Geography,0.0,0.5,2.0
FYUGP Geography,6,DSC,4,UK6DSCGGY303,Economic Geography,0.0,0.5,2.0
FYUGP Geography,7,DSC,4,UK7DSCGGY300,Map Reading and Analysis,0.0,0.5,2.0
FYUGP Geography,7,DSC,4,UK7DSCGGY301,Earth Positioning Systems,0.0,0.5,2.0
FYUGP Geography,7,DSC,4,UK7DSCGGY302,Geography of Environment,0.0,0.5,2.0
FYUGP Geography,7,DSC,4,UK7DSCGGY400,Research Methodology,0.0,0.5,2.0
FYUGP Geography,7,DSC,4,UK7DSCGGY401,Spatial Planning,0.0,0.5,2.0
FYUGP Geography,7,DSC,4,UK7DSCGGY402,Environmental Management and Impact Assessment,0.0,0.5,2.0
FYUGP Geography,8,DSC,4,UK8DSCGGY400,Online,0.0,0.5,2.0
FYUGP Geography,8,DSC,4,UK8DSCGGY401,Online,0.0,0.5,2.0
FYUGP Geology,1,DSC,4,UK1DSCGLY100,Understanding the Earth,0.0,0.5,2.0
FYUGP Geology,1,DSC,4,UK1DSCGLY120,Solid Earth,0.0,0.5,2.0
FYUGP Geology,1,DSC,4,UK1DSCGLY150,Essentials of Geology,0.0,0.5,2.0
FYUGP Geology,1,DSC,4,UK1DSCGLY151,Earth Processes,0.0,0.5,2.0
FYUGP Geography,2,DSC,4,UK2DSCGGY105,Fundamentals of Economic Geography,0.0,0.5,2.0
FYUGP Geography,2,DSC,4,UK2DSCGGY106,Population Geography,0.0,0.5,2.0
FYUGP Geology,2,DSC,4,UK2DSCGLY100,Physical Geology and Geomorphology,0.0,0.5,2.0
FYUGP Geology,2,DSC,4,UK2DSCGLY120,Earth surface processes,0.0,0.5,2.0
FYUGP Geology,2,DSC,4,UK2DSCGLY150,Evolution of life on earth,0.0,0.5,2.0
FYUGP Geology,2,DSC,4,UK2DSCGLY151,Mineralogy,0.0,0.5,2.0
FYUGP Geology,2,DSC,4,UK2DSCGLY170,A brief history of Earth,0.0,0.5,2.0
FYUGP Geology,2,DSC,4,UK2DSCGLY171,Minerals and Rocks,0.0,0.5,2.0
FYUGP Geology,3,DSC,4,UK3DSCGLY200,Crystals and Minerals,0.0,0.5,2.0
FYUGP Geology,3,DSC,4,UK3DSCGLY220,Mineral Science,0.0,0.5,2.0
FYUGP Geology,3,DSC,4,UK3DSCGLY250,Petrology,0.0,0.5,2.0
FYUGP Geology,3,DSC,4,UK3DSCGLY251,Earth Structures,0.0,0.5,2.0
FYUGP Geology,3,DSC,4,UK3DSCGLY270,Dynamic Earth and Earth Resources,0.0,0.5,2.0
FYUGP Geology,3,DSC,4,UK3DSCGLY271,Environmental Geology,0.0,0.5,2.0
FYUGP Geology,4,DSC,4,UK4DSCGLY200,Crystallography and Mineralogy,0.0,0.5,2.0
FYUGP Geology,4,DSC,4,UK4DSCGLY201,Stratigraphy and Palaeontology,0.0,0.5,2.0
FYUGP Geography,6,DSC,4,UK6DSCGGY300,Cartography,0.0,0.5,2.0
FYUGP Geography,6,DSC,4,UK6DSCGGY301,Geography of Kerala,0.0,0.5,2.0
FYUGP Geology,5,DSC,4,UK5DSCGLY300,Igneous petrology,0.0,0.5,2.0
FYUGP Geology,5,DSC,4,UK5DSCGLY301,Sedimentary Petrology,0.0,0.5,2.0
FYUGP Geology,5,DSC,4,UK5DSCGLY302,Metamorphic Petrology,0.0,0.5,2.0
FYUGP Geology,5,DSC,4,UK5DSCGLY320,Magmatic process and Igneous Petrology,0.0,0.5,2.0
FYUGP Geology,5,DSC,4,UK5DSCGLY321,Sedimentology and Sedimentary Petrology,0.0,0.5,2.0
FYUGP Geology,5,DSC,4,UK5DSCGLY322,Principles of Metamorphic Petrology,0.0,0.5,2.0
FYUGP Geology,6,DSC,4,UK6DSCGLY102,Economic Geology,0.0,0.5,2.0
FYUGP Geology,6,DSC,4,UK6DSCGLY300,Foundation of Structural Geology,0.0,0.5,2.0
FYUGP Geology,6,DSC,4,UK6DSCGLY301,Indian Stratigraphy,0.0,0.5,2.0
FYUGP Geology,6,DSC,4,UK6DSCGLY320,Structural Geology,0.0,0.5,2.0
FYUGP Geology,6,DSC,4,UK6DSCGLY321,Resource Geology,0.0,0.5,2.0
FYUGP Geology,6,DSC,4,UK6DSCGLY322,Stratigraphy of India,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY400,Advanced Geoscience I,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY401,Advanced Geoscience II,0.0,0.5,2.0
FYUGP Geology,1,DSC,4,UK1DSCGLY170,General Perspectives of Geology,0.0,0.5,2.0
FYUGP Geology,1,DSC,4,UK1DSCGLY171,Fundamentals of Planetary Science,0.0,0.5,2.0
FYUGP Statistics,4,DSC,4,UK4DSCSTA201,PROBABILITY AND DISTRIBUTIONS - II,0.0,0.5,2.0
FYUGP Statistics,4,DSC,4,UK4DSCSTA202,LIMIT THEOREMS AND SAMPLING DISTRIBUTIONS,0.0,0.5,2.0
FYUGP Statistics,5,DSC,4,UK5DSCSTA301,THEORY OF ESTIMATION,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY452,Paleoecology,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY470,Planetary Science,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY471,Advance Remote Sensing and GIS,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY472,Indian Fuel Resources and Mining Policies,0.0,0.5,2.0
FYUGP Geology,8,DSC,4,UK8DSCGLY420,Advanced Petrology,0.0,0.5,2.0
FYUGP Geology,8,DSC,4,UK8DSCGLY421,Advanced Mineralogy and Analytical Techniques.,0.0,0.5,2.0
FYUGP Geology,8,DSC,4,UK8DSCGLY422,Advanced stratigraphy and Structural Geology,0.0,0.5,2.0
FYUGP Hindi,1,DSC,4,UK1DSCHIN101,HINDI KE PRAMUKH HASTAKSHAR,0.0,0.5,2.0
FYUGP Hindi,1,DSC,4,UK1DSCHIN102,BEGINNERS HINDI,0.0,0.5,2.0
FYUGP Hindi,1,DSC,4,UK1DSCHIN103,COMMUNICATIVE HINDI AND TRANSLATION,0.0,0.5,2.0
FYUGP Hindi,1,DSC,4,UK1DSCHIN104,HINDI FILM KI DUNIYA,0.0,0.5,2.0
FYUGP Geology,4,DSC,4,UK4DSCGLY220,Descriptive and Optical Mineralogy,0.0,0.5,2.0
FYUGP Geology,4,DSC,4,UK4DSCGLY221,Historical Geology and Paleontology,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY421,Applied Geophysics and Exploration Geology,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY450,Remote sensing and Geoinformatics,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY451,Crystallography,0.0,0.5,2.0
FYUGP Statistics,2,DSC,4,UK2DSCSTA109,"STANDARD DISTRIBUTIONS, CORRELATION AND REGRESSION",0.0,0.5,2.0
FYUGP Statistics,2,DSC,4,UK2DSCSTA110,STATISTICAL METHODS II,0.0,0.5,2.0
FYUGP Statistics,2,DSC,4,UK2DSCSTA111,DATA ANALYSIS USING R- I,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA201,BUSINESS DATA ANALYTICS III,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA202,QUANTITATIVE DATA ANALYTICS -III,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA203,GEOSTATISTICS-III,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA204,BEHAVIOURAL DATA ANALYTICS-III,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA205,STATISTICAL TOOLS FOR DATA ANALYSIS-II,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA206,BASIC STATISTICS-III,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA207,STATISTICAL INFERENCE AND RANDOM PROCESSES,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA208,STATISTICAL INFERENCE,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA209,PROBABILITY AND DISTRIBUTIONS - I,0.0,0.5,2.0
FYUGP Statistics,3,DSC,4,UK3DSCSTA210,DATA ANALYSIS USING R- II,0.0,0.5,2.0
FYUGP Hindi,8,DSC,4,UK8DSC8HIN401,HINDI SAHITYA AUR MAANAVAADHIKAR,0.0,0.5,2.0
FYUGP History,1,DSC,4,UK1DSCHIS100,Understanding History,0.0,0.5,2.0
FYUGP History,1,DSC,4,UK1DSCHIS101,Formation of Human Settlements,0.0,0.5,2.0
FYUGP History,1,DSC,4,UK1DSCHIS102,Gender through the Ages: Historical Perspectives and Practices,0.0,0.5,2.0
FYUGP History,1,DSC,4,UK1DSCHIS103,History of Human Rights Movements,0.0,0.5,2.0
FYUGP Hindi,1,DSC,4,UK1DSCHIN105,ANMOL KAHANIYAN,0.0,0.5,2.0
FYUGP Hindi,2,DSC,4,UK2DSCHIN101,HINDI BALSAHITYA,0.0,0.5,2.0
FYUGP Hindi,2,DSC,4,UK2DSCHIN102,HINDI LAGHUKATHA AUR HAIKU,0.0,0.5,2.0
FYUGP Hindi,2,DSC,4,UK2DSCHIN103,SADABAHAR UPANYAS,0.0,0.5,2.0
FYUGP Hindi,2,DSC,4,UK2DSCHIN104,YAADON KI BAARAT,0.0,0.5,2.0
FYUGP Hindi,2,DSC,4,UK2DSCHIN105,ASSYOTTAR HINDI KAVITA,0.0,0.5,2.0
FYUGP Hindi,3,DSC,4,UK3DSCHIN201,HINDI KA LOKSAHITYA,0.0,0.5,2.0
FYUGP Hindi,3,DSC,4,UK3DSCHIN202,KARYALAYEE HINDI,0.0,0.5,2.0
FYUGP Hindi,3,DSC,4,UK3DSCHIN203,SOOCHNA PROUDYOGIKI AUR HINDI,0.0,0.5,2.0
FYUGP Hindi,4,DSC,4,UK4DSCHIN201,RASHTREEYA EVAM SANSKRITIK KAVITA,0.0,0.5,2.0
FYUGP Geology,7,DSC,4,UK7DSCGLY420,Geochemistry and Isotope Geology,0.0,0.5,2.0
FYUGP History,4,DSC,4,UK4DSCHIS200,Pre-Colonial India’s Political and Socio-Economic Dynamics,0.0,0.5,2.0
FYUGP History,4,DSC,4,UK4DSCHIS201,Reconstructing the Past,0.0,0.5,2.0
FYUGP History,4,DSC,4,UK4DSCHIS202,Key Concepts in Social Sciences,0.0,0.5,2.0
FYUGP History,4,DSC,4,UK4DSCHIS203,Exploring Human History and Anthropology,0.0,0.5,2.0
FYUGP History,5,DSC,4,UK5DSCHIS300,Historiography: Origins and Development,0.0,0.5,2.0
FYUGP History,5,DSC,4,UK5DSCHIS301,Capitalism and Colonial Expansion in India,0.0,0.5,2.0
FYUGP History,5,DSC,4,UK5DSCHIS302,History of Socio- Reform Movements in India,0.0,0.5,2.0
FYUGP History,5,DSC,4,UK5DSCHIS303,Themes in Social History of India,0.0,0.5,2.0
FYUGP Hindi,5,DSC,4,UK5DSCHIN301,MAHILA LEKHAN,0.0,0.5,2.0
FYUGP Hindi,5,DSC,4,UK5DSCHIN303,HINDI KE MAHAKAVYA,0.0,0.5,2.0
FYUGP Hindi,6,DSC,4,UK6DSCHIN301,PARSAI KI NIVAYI BATEIN,0.0,0.5,2.0
FYUGP Hindi,6,DSC,4,UK6DSCHIN303,BHASHA SHIKSHAN AUR ANUPRAYOG,0.0,0.5,2.0
FYUGP Hindi,7,DSC,4,UK7DSCHIN400,SHODH PRAVIDHI,0.0,0.5,2.0
FYUGP Hindi,7,DSC,4,UK7DSCHIN401,HINDI AALOCHNA,0.0,0.5,2.0
FYUGP Hindi,7,DSC,4,UK7DSCHIN402,HINDI SAHITYA AUR GENDER VIMARSH,0.0,0.5,2.0
FYUGP Hindi,8,DSC,4,UK8DSC8HIN400,ECO CRITICISM,0.0,0.5,2.0
FYUGP History,7,DSC,4,UK7DSCHIS403,History and Social Theory,0.0,0.5,2.0
FYUGP History,7,DSC,4,UK7DSCHIS404,Decolonisation and Third World History,0.0,0.5,2.0
FYUGP Home Science,1,DSC,4,UK1DSCHSC100,Fundamentals of Sustainable Living I,0.0,0.5,2.0
FYUGP Home Science,1,DSC,4,UK1DSCHSC101,Nutrition for Health,0.0,0.5,2.0
FYUGP Home Science,1,DSC,4,UK1DSCHSC102,Family Dynamics,0.0,0.5,2.0
FYUGP Home Science,2,DSC,4,UK2DSCHSC100,Fundamentals of Sustainable Living II,0.0,0.5,2.0
FYUGP Home Science,2,DSC,4,UK2DSCHSC101,Social Media Marketing,0.0,0.5,2.0
FYUGP Home Science,2,DSC,4,UK2DSCHSC102,Fashion and Image styling,0.0,0.5,2.0
FYUGP History,2,DSC,4,UK2DSCHIS100,India – Early Social Formations,0.0,0.5,2.0
FYUGP History,2,DSC,4,UK2DSCHIS101,Ancient Indian Art and Architecture,0.0,0.5,2.0
FYUGP History,2,DSC,4,UK2DSCHIS102,History of Science and Technology in Ancient India,0.0,0.5,2.0
FYUGP History,2,DSC,4,UK2DSCHIS103,Environmental History of Modern India,0.0,0.5,2.0
FYUGP History,3,DSC,4,UK3DSCHIS200,State and Society in Ancient India,0.0,0.5,2.0
FYUGP History,3,DSC,4,UK3DSCHIS201,State and Society in Pre-Modern South India,0.0,0.5,2.0
FYUGP History,3,DSC,4,UK3DSCHIS202,Science and Technology in Contemporary India,0.0,0.5,2.0
FYUGP History,3,DSC,4,UK3DSCHIS203,Art and Architecture: Medieval and Colonial Times,0.0,0.5,2.0
FYUGP Home Science,6,DSC,4,UK6DSCHSC300,Clinical Nutrition and Dietetics,0.0,0.5,2.0
FYUGP Home Science,6,DSC,4,UK6DSCHSC301,Apparel Designing-Fabric to Garment,0.0,0.5,2.0
FYUGP Home Science,6,DSC,4,UK6DSCHSC302,Social Psychology,0.0,0.5,2.0
FYUGP Home Science,7,DSC,4,UK7DSCHSC400,Research Methodology and Statistics,0.0,0.5,2.0
FYUGP Home Science,7,DSC,4,UK7DSCHSC401,Human Physiology and Nutritional Biochemistry,0.0,0.5,2.0
FYUGP Home Science,8,DSC,4,UK8DSCHSC400,Digital Media and Marketing,0.0,0.5,2.0
FYUGP Home Science,8,DSC,4,UK8DSCHSC401,Ergonomics in work space design,0.0,0.5,2.0
FYUGP Journalism,1,DSC,4,UK1DSCJMC100,Basics of Journalism Practices,0.0,0.5,2.0
FYUGP History,5,DSC,4,UK5DSCHIS304,Dalit History,0.0,0.5,2.0
FYUGP History,6,DSC,4,UK6DSCHIS301,Towards Freedom: Making of a Nation,0.0,0.5,2.0
FYUGP History,6,DSC,4,UK6DSCHIS302,Subaltern Studies: Voice of the Voiceless,0.0,0.5,2.0
FYUGP History,6,DSC,4,UK6DSCHIS303,Economic History of India (1600 to Present),0.0,0.5,2.0
FYUGP History,6,DSC,4,UK6DSCHIS304,Orientalism- Past and Present,0.0,0.5,2.0
FYUGP History,7,DSC,4,UK7DSCHIS400,Practice of Historical Research,0.0,0.5,2.0
FYUGP History,7,DSC,4,UK7DSCHIS401,Contemporary India: Socio-Political Dynamics,0.0,0.5,2.0
FYUGP History,7,DSC,4,UK7DSCHIS402,"HISTEM (History of Science, Technology, Environment and Medicine) in Modern India",0.0,0.5,2.0
FYUGP Journalism,2,DSC,4,UK2DSCJMC103,Convergent Journalism,0.0,0.5,2.0
FYUGP Journalism,2,DSC,4,UK2DSCJMC104,MoJo Production,0.0,0.5,2.0
FYUGP Journalism,2,DSC,4,UK2DSCJMC105,Videography Practices,0.0,0.5,2.0
FYUGP Journalism,3,DSC,4,UK3DSCJMC200,Audio-Visual Communication & Photography,0.0,0.5,2.0
FYUGP Journalism,3,DSC,4,UK3DSCJMC201,Introduction to Cinema,0.0,0.5,2.0
FYUGP Journalism,3,DSC,4,UK3DSCJMC202,Science Journalism,0.0,0.5,2.0
FYUGP Journalism,3,DSC,4,UK3DSCJMC203,Newsreading and Anchoring,0.0,0.5,2.0
FYUGP Journalism,3,DSC,4,UK3DSCJMC204,Media and Human Rights,0.0,0.5,2.0
FYUGP Home Science,3,DSC,4,UK3DSCHSC200,Child Development,0.0,0.5,2.0
FYUGP Home Science,3,DSC,4,UK3DSCHSC201,Furnishing in interiors,0.0,0.5,2.0
FYUGP Home Science,3,DSC,4,UK3DSCHSC202,Nutrition through life cycle,0.0,0.5,2.0
FYUGP Home Science,4,DSC,4,UK4DSCHSC200,Residential space planning,0.0,0.5,2.0
FYUGP Home Science,4,DSC,4,UK4DSCHSC201,Human Nutrition,0.0,0.5,2.0
FYUGP Home Science,5,DSC,4,UK5DSCHSC300,Resource management- Concepts and Contexts,0.0,0.5,2.0
FYUGP Home Science,5,DSC,4,UK5DSCHSC301,Social and Behaviour Change Communication,0.0,0.5,2.0
FYUGP Home Science,5,DSC,4,UK5DSCHSC302,Textile Science-Fibre to Fabric,0.0,0.5,2.0
FYUGP Journalism,5,DSC,4,UK5DSCJMC303,Script Writing,0.0,0.5,2.0
FYUGP Journalism,5,DSC,4,UK5DSCJMC304,Acting – Elementary Principles,0.0,0.5,2.0
FYUGP Journalism,5,DSC,4,UK5DSCJMC305,AI and Media,0.0,0.5,2.0
FYUGP Journalism,6,DSC,4,UK6DSCJMC300,Public Relations & Corporate Communication,0.0,0.5,2.0
FYUGP Journalism,6,DSC,4,UK6DSCJMC301,Advertising Practices,0.0,0.5,2.0
FYUGP Journalism,6,DSC,4,UK6DSCJMC302,Media Laws & Ethics,0.0,0.5,2.0
FYUGP Journalism,6,DSC,4,UK6DSCJMC303,Documentary Film,0.0,0.5,2.0
FYUGP Journalism,6,DSC,4,UK6DSCJMC304,Web Designing for Media,0.0,0.5,2.0
FYUGP Journalism,1,DSC,4,UK1DSCJMC101,Mass Media in India,0.0,0.5,2.0
