Discipline,Semester,Category,Credits,Course Code,Course Title,Mandatory,Weightage,Hardness
FYUGP Zoology,4,DSC,4,UK4DSCZOO201,Chordate Diversity -Part II,1.0,0.5,4.0
FYUGP Zoology,4,DSC,4,UK4DSCZOO202,Evolution and Zoogeography,1.0,0.5,4.0
FYUGP Zoology,5,DSC,4,UK5DSCZOO301,Developmental Biology,1.0,0.5,4.0
FYUGP Zoology,5,DSC,4,UK5DSCZOO302,Animal Physiology,1.0,0.5,4.0
FYUGP Zoology,6,DSC,4,UK6DSCZOO301,Cell and Molecular Biology,1.0,0.5,4.0
FYUGP Zoology,6,DSC,4,UK6DSCZOO302,Genetics and Biotechnology,1.0,0.5,4.0
FYUGP Zoology,1,DSC,4,UK1DSCZOO101,Non-Chordate Diversity -Part I,1.0,0.5,4.0
FYUGP Zoology,1,DSC,4,UK1DSCZOO102,Diversity of Non-Chordates,1.0,0.5,4.0
FYUGP Zoology,2,DSC,4,UK2DSCZOO101,Non-Chordate Diversity -Part II,1.0,0.5,4.0
FYUGP Psychology,7,DSC,4,UK7DSCPSY402,PSYCHOTHERAPY,1.0,0.5,4.0
FYUGP Psychology,3,DSC,4,UK3DSCPSY200,"MOTIVATION, EMOTION AND INDIVIDUAL DIFFERENCES",1.0,0.5,4.0
FYUGP Psychology,4,DSC,4,UK4DSCPSY210,DEVELOPMENTAL PSYCHOLOGY,1.0,0.5,4.0
FYUGP Psychology,5,DSC,4,UK5DSCPSY300,COUNSELLING PSYCHOLOGY,1.0,0.5,4.0
FYUGP Psychology,5,DSC,4,UK5DSCPSY301,SOCIAL BEHAVIOUR,1.0,0.5,4.0
FYUGP Psychology,5,DSC,4,UK5DSCPSY302,ABNORMAL PSYCHOLOGY-I,1.0,0.5,4.0
FYUGP Psychology,6,DSC,4,UK6DSCPSY303,FUNDAMENTALS OF PSYCHOLOGICAL RESEARCH,1.0,0.5,4.0
FYUGP Physics,3,DSC,4,UK3DSCPHY200,Basic Electronics,1.0,0.5,4.0
FYUGP Physics,4,DSC,4,UK4DSCPHY200,Classical Dynamics,1.0,0.5,4.0
FYUGP Physics,4,DSC,4,UK4DSCPHY201,Electromagnetics and Transient Currents,1.0,0.5,4.0
FYUGP Physics,5,DSC,4,UK5DSCPHY300,Optics,1.0,0.5,4.0
FYUGP Physics,5,DSC,4,UK5DSCPHY301,Quantum Mechanics - I,1.0,0.5,4.0
FYUGP Physics,5,DSC,4,UK5DSCPHY302,Thermodynamics & Statistical Mechanics,1.0,0.5,4.0
FYUGP Physics,6,DSC,4,UK6DSCPHY300,Atomic & Molecular Physics,1.0,0.5,4.0
FYUGP Physics,6,DSC,4,UK6DSCPHY301,Nuclear & Particle Physics,1.0,0.5,4.0
FYUGP Physics,6,DSC,4,UK6DSCPHY302,Solid State Physics,1.0,0.5,4.0
and Computer,7,DSC,4,UK7DSCCAP407,Research Methodology,1.0,0.5,4.0
and Computer,7,DSC,4,UK7DSCCAP411,E-governance,1.0,0.5,4.0
and Computer,3,DSC,4,UK3DSCELE200,Electronic Device and Circuits-I.,1.0,0.5,4.0
and Computer,2,DSC,4,UK2DSCELE100,Digial electronics,1.0,0.5,4.0
and Computer,1,DSC,4,UK1DSCELE100,Electronics in Modern Technology,1.0,0.5,4.0
and Mass,6,DSC,4,UK6DSCMAL307,ഭാഷാ ശാസ്ത്രം II,1.0,0.5,4.0
and Mass,5,DSC,4,UK5DSCMAL308,മലയാള വ്യാകരണം I,1.0,0.5,4.0
and Mass,5,DSC,4,UK5DSCMAL309,ഭാഷാ ശാസ്ത്രം I,1.0,0.5,4.0
and Mass,6,DSC,4,UK6DSCMAL306,മലയാള വ്യാകരണം II,1.0,0.5,4.0
and Mass,3,DSC,4,UK3DSCMAL200,അലങ്കാര വൃത്തശാസ്ത്രം,1.0,0.5,4.0
FYUGP Malayalam,5,DSC,4,UK5DSCMAL308,മലയാള വ്യാകരണം I,1.0,0.5,4.0
FYUGP Malayalam,5,DSC,4,UK5DSCMAL309,ഭാഷാ ശാസ്ത്രം I,1.0,0.5,4.0
FYUGP Malayalam,6,DSC,4,UK6DSCMAL306,മലയാള വ്യാകരണം II,1.0,0.5,4.0
FYUGP Malayalam,6,DSC,4,UK6DSCMAL307,ഭാഷാ ശാസ്ത്രം II,1.0,0.5,4.0
FYUGP Malayalam,3,DSC,4,UK3DSCMAL200,അലങ്കാര വൃത്തശാസ്ത്രം,1.0,0.5,4.0
FYUGP Hindi,5,DSC,4,UK5DSCHIN302,HINDI NATAK AUR EKANKI,1.0,0.5,4.0
FYUGP Hindi,6,DSC,4,UK6DSCHIN300,HINDI BHASHA KA ITIHAS AUR BHASHAVIGYAN,1.0,0.5,4.0
FYUGP Hindi,6,DSC,4,UK6DSCHIN302,HINDI NIBANDH SAHITYA AUR ANYA VIDHAYEIN,1.0,0.5,4.0
FYUGP Hindi,2,DSC,4,UK2DSCHIN100,HINDI SAHITYA KA ITIHAS,1.0,0.5,4.0
FYUGP Hindi,3,DSC,4,UK3DSCHIN200,SARAL HINDI VYAKARAN,1.0,0.5,4.0
FYUGP Hindi,3,DSC,4,UK3DSCHIN204,KAALJAYI KABEER,1.0,0.5,4.0
FYUGP Hindi,4,DSC,4,UK4DSCHIN200,FUNCTIONAL HINDI,1.0,0.5,4.0
FYUGP Hindi,4,DSC,4,UK4DSCHIN202,ANUVAD SIDDHANT EVAM PRAYOG,1.0,0.5,4.0
FYUGP Hindi,5,DSC,4,UK5DSCHIN300,KAVYA SHASTR,1.0,0.5,4.0
FYUGP Hindi,1,DSC,4,UK1DSCHIN100,HINDI PRAVESHIKA,1.0,0.5,4.0
FYUGP Electronics,3,DSC,4,UK3DSCELE200,Electronic Device and Circuits-I.,1.0,0.5,4.0
FYUGP Economics,6,DSC,4,UK6DSCECO300,Econometrics -I,1.0,0.5,4.0
FYUGP Economics,6,DSC,4,UK6DSCECO301,Development Economics,1.0,0.5,4.0
FYUGP Economics,6,DSC,4,UK6DSCECO302,International Economics -II,1.0,0.5,4.0
FYUGP Electronics,1,DSC,4,UK1DSCELE100,Electronics in Modern Technology,1.0,0.5,4.0
FYUGP Electronics,2,DSC,4,UK2DSCELE100,Digial electronics,1.0,0.5,4.0
FYUGP Economics,3,DSC,4,UK3DSCECO200,Microeconomics-1,1.0,0.5,4.0
FYUGP Economics,4,DSC,4,UK4DSCECO200,Macroeconomics -1,1.0,0.5,4.0
FYUGP Economics,4,DSC,4,UK4DSCECO201,Mathematics for Economics-I,1.0,0.5,4.0
FYUGP Economics,5,DSC,4,UK5DSCECO300,Indian Economy,1.0,0.5,4.0
FYUGP Economics,5,DSC,4,UK5DSCECO301,International Economics-I,1.0,0.5,4.0
FYUGP Economics,5,DSC,4,UK5DSCECO302,Statistical Methods for Economics,1.0,0.5,4.0
FYUGP Economics,1,DSC,4,UK1DSCECO100,Principles of Economics,1.0,0.5,4.0
FYUGP Economics,2,DSC,4,UK2DSCECO100,Tools for Economic Analysis,1.0,0.5,4.0
International Business,6,DSC,4,UK6DSCCOM303,Auditing Principles and Practices,1.0,0.5,4.0
International Business,5,DSC,4,UK5DSCCOM302,Cost Accounting,1.0,0.5,4.0
International Business,1,DSC,4,UK1DSCCOM100,Accounting Principles and Standards,1.0,0.5,4.0
International Business,2,DSC,4,UK2DSCCOM100,Financial Accounting,1.0,0.5,4.0
Tourism and Travel,5,DSC,4,UK5DSCCOM302,Cost Accounting,1.0,0.5,4.0
Tourism and Travel,6,DSC,4,UK6DSCCOM303,Auditing Principles and Practices,1.0,0.5,4.0
Tourism and Travel,1,DSC,4,UK1DSCCOM100,Accounting Principles and Standards,1.0,0.5,4.0
Tourism and Travel,2,DSC,4,UK2DSCCOM100,Financial Accounting,1.0,0.5,4.0
Business Information,5,DSC,4,UK5DSCCOM302,Cost Accounting,1.0,0.5,4.0
Business Information,6,DSC,4,UK6DSCCOM303,Auditing Principles and Practices,1.0,0.5,4.0
FYUGP Botany,3,DSC,4,UK3DSCBOT201,Histology and Reproductive Botany,1.0,0.5,4.0
FYUGP Botany,4,DSC,4,UK4DSCBOT201,"Lower Cryptogams, Phytopathology and Microbiology",1.0,0.5,4.0
FYUGP Botany,4,DSC,4,UK4DSCBOT202,Archegoniates and Paleobotany,1.0,0.5,4.0
FYUGP Botany,5,DSC,4,UK5DSCBOT301,Angiosperm Morphology and Plant Systematics,1.0,0.5,4.0
FYUGP Botany,5,DSC,4,UK5DSCBOT302,Plant Genetics,1.0,0.5,4.0
FYUGP Botany,5,DSC,4,UK5DSCBOT303,Cell biology and Evolutionary Biology,1.0,0.5,4.0
FYUGP Botany,6,DSC,4,UK6DSCBOT301,Plant Physiology,1.0,0.5,4.0
FYUGP Botany,6,DSC,4,UK6DSCBOT302,Environmental Science and Conservation Biology,1.0,0.5,4.0
FYUGP Botany,6,DSC,4,UK6DSCBOT303,Biochemistry and Molecular Biology,1.0,0.5,4.0
FYUGP Accounts,2,DSC,4,UK2DSCCOM100,Financial Accounting,1.0,0.5,4.0
FYUGP Botany,1,DSC,4,UK1DSCBOT101,Plant World I,1.0,0.5,4.0
FYUGP Botany,2,DSC,4,UK2DSCBOT101,Plant World II,1.0,0.5,4.0
FYUGP Accounts,5,DSC,4,UK5DSCCOM302,Cost Accounting,1.0,0.5,4.0
FYUGP Accounts,6,DSC,4,UK6DSCCOM303,Auditing Principles and Practices,1.0,0.5,4.0
FYUGP Accounts,1,DSC,4,UK1DSCCOM100,Accounting Principles and Standards,1.0,0.5,4.0
FYUGP Zoology,3,DSC,4,UK3DSCZOO202,Diversity of Chordates,1.0,0.5,4.0
FYUGP Zoology,3,DSC,4,UK3DSCZOO201,Chordate Diversity -Part I,1.0,0.5,4.0
FYUGP Zoology,7,DSC,4,UK7DSCZOO403,Systematics and Phylogenetics,0.0,0.5,2.0
FYUGP Zoology,7,DSC,4,UK7DSCZOO402,Omics and Bioinformatics,0.0,0.5,2.0
FYUGP Zoology,7,DSC,4,UK7DSCZOO401,Instrumentation and Biological Techniques,0.0,0.5,2.0
FYUGP Sociology,2,DSC,4,UK2DSCSGY108,Crime and Society,0.0,0.5,2.0
FYUGP Zoology,7,DSC,4,UK7DSCZOO404,Human Physiology: The Life Sustaining Systems,0.0,0.5,2.0
FYUGP Sociology,7,DSC,4,UK7DSCSGY406,Social Demography,0.0,0.5,2.0
FYUGP Sociology,7,DSC,4,UK7DSCSGY405,Social Statistics,0.0,0.5,2.0
FYUGP Sociology,7,DSC,4,UK7DSCSGY404,Current Debates in Social theory,0.0,0.5,2.0
FYUGP Sociology,6,DSC,4,UK6DSCSGY403,Social Gerontology,0.0,0.5,2.0
FYUGP Tamil,8,DSC,4,UK8DSCTAM401,Tholkaappiyam - Porul,0.0,0.5,2.0
FYUGP Tamil,8,DSC,4,UK8DSCTAM402,Uraiyasiriarkal,0.0,0.5,2.0
FYUGP Zoology,1,DSC,4,UK1DSCZOO103,Wildlife Biology and Conservation,0.0,0.5,2.0
FYUGP Zoology,1,DSC,4,UK1DSCZOO104,Human Nervous System and Behaviour,0.0,0.5,2.0
FYUGP Zoology,2,DSC,4,UK2DSCZOO102,Wildlife Ecology,0.0,0.5,2.0
FYUGP Zoology,2,DSC,4,UK2DSCZOO103,Aquatic Ecosystems and Sustainable Mangement,0.0,0.5,2.0
FYUGP Zoology,2,DSC,4,UK2DSCZOO104,Sensory Physiology,0.0,0.5,2.0
FYUGP Social Work,7,DSC,4,UK7DSCSWK403,Project Management,0.0,0.5,2.0
FYUGP Sociology,3,DSC,4,UK3DSCSGY204,Gender and Sexuality,0.0,0.5,2.0
FYUGP Sociology,3,DSC,4,UK3DSCSGY205,Envrionment Sociology,0.0,0.5,2.0
FYUGP Sociology,3,DSC,4,UK3DSCSGY206,Society and Migration,0.0,0.5,2.0
FYUGP Social Work,3,DSC,4,UK3DSCSWK202,Community Immersion,0.0,0.5,2.0
FYUGP Social Work,4,DSC,4,UK4DSCSWK203,Working with Individuals,0.0,0.5,2.0
FYUGP Social Work,4,DSC,4,UK4DSCSWK204,Sociology and Economics,0.0,0.5,2.0
FYUGP Social Work,5,DSC,4,UK5DSCSWK300,Working with Groups,0.0,0.5,2.0
FYUGP Social Work,5,DSC,4,UK5DSCSWK301,Social Work Administration,0.0,0.5,2.0
FYUGP Accounts,5,DSC,4,UK5DSCCOM301,Fundamentals of Income Tax,0.0,0.5,2.0
FYUGP Accounts,5,DSC,4,UK5DSCCOM303,Human Resource Management,0.0,0.5,2.0
FYUGP Accounts,5,DSC,4,UK5DSCCOM304,Logistics and Supply Chain Management,0.0,0.5,2.0
FYUGP Accounts,5,DSC,4,UK5DSCCOM305,Advanced Corporate Accounting,0.0,0.5,2.0
FYUGP Accounts,6,DSC,4,UK6DSCCOM300,GST: Law and Practice,0.0,0.5,2.0
FYUGP Accounts,6,DSC,4,UK6DSCCOM301,Financial Statement Analysis,0.0,0.5,2.0
FYUGP Accounts,6,DSC,4,UK6DSCCOM302,Cost Accounting Methods and Techniques,0.0,0.5,2.0
FYUGP Accounts,6,DSC,4,UK6DSCCOM304,Strategic Management,0.0,0.5,2.0
FYUGP Accounts,1,DSC,4,UK1DSCCOM101,Management Concepts and Practices,0.0,0.5,2.0
FYUGP Accounts,1,DSC,4,UK1DSCCOM102,Business Communication and Documentation,0.0,0.5,2.0
FYUGP Accounts,1,DSC,4,UK1DSCCOM103,Dynamics of Business Environment,0.0,0.5,2.0
FYUGP Social Work,8,DSC,4,UK8DSCSWK407,Online (Suggested: Specialization-based),0.0,0.5,2.0
FYUGP Social Work,8,DSC,4,UK8DSCSWK408,Online (Suggested: Specialization-based),0.0,0.5,2.0
FYUGP Social Work,8,DSC,4,UK8DSCSWK409,Online: IT tools for research,0.0,0.5,2.0
FYUGP Social Work,8,DSC,4,UK8DSCSWK410,Online: Academic Writing and Publishing,0.0,0.5,2.0
FYUGP Sociology,1,DSC,4,UK1DSCSGY101,Invitation to Sociology,0.0,0.5,2.0
FYUGP Arabic,1,DSC,4,UK1DSCARA102,Elementary Arabic - I,0.0,0.5,2.0
FYUGP Arabic,1,DSC,4,UK1DSCARA103,Arabic Morphology - I,0.0,0.5,2.0
FYUGP Arabic,1,DSC,4,UK1DSCARA104,An Introduction to Arabic Literature,0.0,0.5,2.0
FYUGP Arabic,2,DSC,4,UK2DSCARA100,Arabic Syntax - II,0.0,0.5,2.0
FYUGP Arabic,2,DSC,4,UK2DSCARA101,Arabic Syntax & Morphology - II,0.0,0.5,2.0
FYUGP Arabic,2,DSC,4,UK2DSCARA102,Elementary Arabic - II,0.0,0.5,2.0
FYUGP Arabic,2,DSC,4,UK2DSCARA103,Arabic Morphology - II,0.0,0.5,2.0
FYUGP Arabic,2,DSC,4,UK2DSCARA104,Arabic for Travellers,0.0,0.5,2.0
FYUGP Arabic,3,DSC,4,UK3DSCARA200,History of Classical Literature,0.0,0.5,2.0
FYUGP Arabic,3,DSC,4,UK3DSCARA201,Elementary Arabic - III,0.0,0.5,2.0
FYUGP Accounts,3,DSC,4,UK3DSCCOM205,Retail Banking,0.0,0.5,2.0
FYUGP Accounts,4,DSC,4,UK4DSCCOM200,Business Statistics,0.0,0.5,2.0
FYUGP Accounts,4,DSC,4,UK4DSCCOM201,Company Administration,0.0,0.5,2.0
FYUGP Accounts,4,DSC,4,UK4DSCCOM202,Business Economics,0.0,0.5,2.0
FYUGP Accounts,4,DSC,4,UK4DSCCOM203,Innovation and Start-ups,0.0,0.5,2.0
FYUGP Accounts,5,DSC,4,UK5DSCCOM300,Financial Management,0.0,0.5,2.0
FYUGP Arabic,5,DSC,4,UK5DSCARA303,Indian Arabic Literature,0.0,0.5,2.0
FYUGP Arabic,5,DSC,4,UK5DSCARA304,Kerala Arabic Literature,0.0,0.5,2.0
FYUGP Arabic,5,DSC,4,UK5DSCARA305,Media Arabic,0.0,0.5,2.0
FYUGP Arabic,5,DSC,4,UK5DSCARA306,Modern History of the Arabs,0.0,0.5,2.0
FYUGP Arabic,5,DSC,4,UK5DSCARA307,History of Arab Sciences,0.0,0.5,2.0
FYUGP Arabic,6,DSC,4,UK6DSCARA300,History of Modern Literature,0.0,0.5,2.0
FYUGP Arabic,6,DSC,4,UK6DSCARA301,Methodology of Arabic Education,0.0,0.5,2.0
FYUGP Arabic,6,DSC,4,UK6DSCARA302,Arabic Rhetoric - II,0.0,0.5,2.0
FYUGP Arabic,7,DSC,4,UK7DSCARA400,Methodology of Research,0.0,0.5,2.0
FYUGP Arabic,7,DSC,4,UK7DSCARA401,Arabic Rhetoric - III,0.0,0.5,2.0
FYUGP Accounts,6,DSC,4,UK6DSCCOM305,Research Methodology,0.0,0.5,2.0
FYUGP Accounts,7,DSC,4,UK7DSCCOM400,Statistics for Business Research,0.0,0.5,2.0
FYUGP Accounts,7,DSC,4,UK7DSCCOM401,Accounting Standards and Disclosure,0.0,0.5,2.0
FYUGP Accounts,7,DSC,4,UK7DSCCOM402,Strategic Financial Management,0.0,0.5,2.0
FYUGP Arabic,1,DSC,4,UK1DSCARA100,Arabic Syntax - I,0.0,0.5,2.0
FYUGP Arabic,1,DSC,4,UK1DSCARA101,Arabic Syntax & Morphology - I,0.0,0.5,2.0
FYUGP BA Music,1,DSC,4,UK1DSCMUS102,Fundamentals of Carnatic Music - I,0.0,0.5,2.0
FYUGP BA Music,1,DSC,4,UK1DSCMUS103,Essentials of Carnatic Music - I,0.0,0.5,2.0
FYUGP BA Music,1,DSC,4,UK1DSCMUS104,Prime Theoretical Concepts - I,0.0,0.5,2.0
FYUGP BA Music,2,DSC,4,UK2DSCMUS101,Introduction to Carnatic Music – II,0.0,0.5,2.0
FYUGP BA Music,2,DSC,4,UK2DSCMUS102,Fundamentals of Carnatic Music - II,0.0,0.5,2.0
FYUGP BA Music,2,DSC,4,UK2DSCMUS103,Essentials of Carnatic Music - II,0.0,0.5,2.0
FYUGP BA Music,2,DSC,4,UK2DSCMUS104,Prime Theoretical Concepts - II,0.0,0.5,2.0
FYUGP BA Music,3,DSC,4,UK3DSCMUS201,MUSICOLOGY I – Raga System,0.0,0.5,2.0
FYUGP BA Music,3,DSC,4,UK3DSCMUS202,Abhyasagana & Sabhagana,0.0,0.5,2.0
FYUGP BA Music,3,DSC,4,UK3DSCMUS203,Varnam & Kriti,0.0,0.5,2.0
FYUGP Arabic,3,DSC,4,UK3DSCARA202,Ancient History of the Arabs,0.0,0.5,2.0
FYUGP Arabic,4,DSC,4,UK4DSCARA200,Medieval History of the Arabs,0.0,0.5,2.0
FYUGP Arabic,4,DSC,4,UK4DSCARA201,History of Medieval Literature,0.0,0.5,2.0
FYUGP Arabic,5,DSC,4,UK5DSCARA300,Mahjar Literature,0.0,0.5,2.0
FYUGP Arabic,5,DSC,4,UK5DSCARA301,Arabic Copy Writing,0.0,0.5,2.0
FYUGP Arabic,5,DSC,4,UK5DSCARA302,Arabic for Medical Tourism,0.0,0.5,2.0
FYUGP BA Music,6,DSC,4,UK6DSCMUS301,MUSICOLOGY V - Different Components of Music,0.0,0.5,2.0
FYUGP BA Music,6,DSC,4,UK6DSCMUS302,MUSICOLOGY VI – Different Streams of Music,0.0,0.5,2.0
FYUGP BA Music,6,DSC,4,UK6DSCMUS303,PERFORMANCE III – Creative Music,0.0,0.5,2.0
FYUGP BA Music,7,DSC,4,UK7DSCMUS401,MUSICOLOGY VI – Research Methodology,0.0,0.5,2.0
FYUGP BA Music,7,DSC,4,UK7DSCMUS402,MUSICOLOGY VII – Inter Disciplinary Aspects in Music,0.0,0.5,2.0
FYUGP BA Music,8,DSC,4,UK8DSCMUS401,MUSICOLOGY IV - Outline Knowledge of Tamil Music,0.0,0.5,2.0
FYUGP BA Music,8,DSC,4,UK8DSCMUS402,PERFORMANCE IV– Chowka kala Kritis with Manodharma,0.0,0.5,2.0
FYUGP Biochemistry,1,DSC,4,UK1DSCBCH100,Basic Elements of Biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,1,DSC,4,UK1DSCBCH101,Foundations of biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,1,DSC,4,UK1DSCBCH102,Origin of life,0.0,0.5,2.0
FYUGP Arabic,8,DSC,4,UK8DSCARA400,MAGHREB LITERATURE,0.0,0.5,2.0
FYUGP Arabic,8,DSC,4,UK8DSCARA401,GULF LITERATURE,0.0,0.5,2.0
FYUGP Arabic,8,DSC,4,UK8DSCARA402,Literary Criticism,0.0,0.5,2.0
FYUGP Arabic,8,DSC,4,UK8DSCARA403,Modern Essays,0.0,0.5,2.0
FYUGP Arabic,8,DSC,4,UK8DSCARA404,Autobiography,0.0,0.5,2.0
FYUGP BA Music,1,DSC,4,UK1DSCMUS101,Introduction to Carnatic Music - I,0.0,0.5,2.0
FYUGP Biochemistry,2,DSC,4,UK2DSCBCH103,Biochemistry of health and diseases,0.0,0.5,2.0
FYUGP Biochemistry,2,DSC,4,UK2DSCBCH104,Biochemical aspects of metabolic regulators,0.0,0.5,2.0
FYUGP Biochemistry,2,DSC,4,UK2DSCBCH105,Molecules of life,0.0,0.5,2.0
FYUGP Biochemistry,3,DSC,4,UK3DSCBCH200,Properties of biomolecules,0.0,0.5,2.0
FYUGP Biochemistry,3,DSC,4,UK3DSCBCH201,Enzymes and enzyme kinetics,0.0,0.5,2.0
FYUGP Biochemistry,3,DSC,4,UK3DSCBCH202,Sports Nutrition,0.0,0.5,2.0
FYUGP Biochemistry,3,DSC,4,UK3DSCBCH203,"Biosafety, bioethics and IPR",0.0,0.5,2.0
FYUGP Biochemistry,3,DSC,4,UK3DSCBCH204,Functional foods and nutraceuticals,0.0,0.5,2.0
FYUGP Biochemistry,3,DSC,4,UK3DSCBCH205,Phytochemistry,0.0,0.5,2.0
FYUGP Biochemistry,3,DSC,4,UK3DSCBCH206,Properties of Biomolecules and Enzymology,0.0,0.5,2.0
FYUGP BA Music,3,DSC,4,UK3DSCMUS204,Prime Theoretical Concepts - III,0.0,0.5,2.0
FYUGP BA Music,4,DSC,4,UK4DSCMUS201,MUSICOLOGY II – Different Components of Music,0.0,0.5,2.0
FYUGP BA Music,4,DSC,4,UK4DSCMUS202,PERFORMANCE I- Musical Forms with Creative Aspects,0.0,0.5,2.0
FYUGP BA Music,5,DSC,4,UK5DSCMUS301,MUSICOLOGY III - Different Components of Music,0.0,0.5,2.0
FYUGP BA Music,5,DSC,4,UK5DSCMUS302,MUSICOLOGY IV – Different Components of Music,0.0,0.5,2.0
FYUGP BA Music,5,DSC,4,UK5DSCMUS303,PERFORMANCE II- Creative Music,0.0,0.5,2.0
FYUGP Biochemistry,5,DSC,4,UK5DSCBCH301,"Nucleic acid, lipid and amino acid metabolism",0.0,0.5,2.0
FYUGP Biochemistry,5,DSC,4,UK5DSCBCH302,Human physiology and immunology,0.0,0.5,2.0
FYUGP Biochemistry,5,DSC,4,UK5DSCBCH303,Molecular Biology,0.0,0.5,2.0
FYUGP Biochemistry,5,DSC,4,UK5DSCBCH304,Environmental Biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,5,DSC,4,UK5DSCBCH305,Cancer biology,0.0,0.5,2.0
FYUGP Biochemistry,6,DSC,4,UK6DSCBCH300,Classical and molecular genetics,0.0,0.5,2.0
FYUGP Biochemistry,6,DSC,4,UK6DSCBCH301,Clinical biochemistry and molecular diagnostics,0.0,0.5,2.0
FYUGP Biochemistry,6,DSC,4,UK6DSCBCH302,Endocrinology,0.0,0.5,2.0
FYUGP Biochemistry,6,DSC,4,UK6DSCBCH303,Clinical biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,6,DSC,4,UK6DSCBCH304,Advanced biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,1,DSC,4,UK1DSCBCH103,Biochemical and biophysical aspects of life,0.0,0.5,2.0
FYUGP Biochemistry,1,DSC,4,UK1DSCBCH104,Physical aspects of biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,1,DSC,4,UK1DSCBCH105,Cellular biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,2,DSC,4,UK2DSCBCH100,Introduction to biomolecules,0.0,0.5,2.0
FYUGP Biochemistry,2,DSC,4,UK2DSCBCH101,Structure of biomolecules,0.0,0.5,2.0
FYUGP Biochemistry,2,DSC,4,UK2DSCBCH102,Biomolecules in living organisms,0.0,0.5,2.0
FYUGP Biochemistry,7,DSC,4,UK7DSCBCH406,Omics,0.0,0.5,2.0
FYUGP Biochemistry,8,DSC,4,UK8DSCBCH400,Developmental Biology,0.0,0.5,2.0
FYUGP Biochemistry,8,DSC,4,UK8DSCBCH401,Pharmacology,0.0,0.5,2.0
FYUGP Biochemistry,8,DSC,4,UK8DSCBCH402,Nanomaterials for Biomedical Applications,0.0,0.5,2.0
and Industrial,1,DSC,4,UK1DSCBCH100,Basic Elements of Biochemistry,0.0,0.5,2.0
and Industrial,1,DSC,4,UK1DSCBCH101,Foundations of biochemistry,0.0,0.5,2.0
and Industrial,1,DSC,4,UK1DSCBCH102,Origin of life,0.0,0.5,2.0
and Industrial,1,DSC,4,UK1DSCBCH103,Biochemical and biophysical aspects of life,0.0,0.5,2.0
and Industrial,1,DSC,4,UK1DSCBCH104,Physical aspects of biochemistry,0.0,0.5,2.0
and Industrial,1,DSC,4,UK1DSCBCH105,Cellular biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,4,DSC,4,UK4DSCBCH200,Enzymology,0.0,0.5,2.0
FYUGP Biochemistry,4,DSC,4,UK4DSCBCH201,Cell Biology,0.0,0.5,2.0
FYUGP Biochemistry,4,DSC,4,UK4DSCBCH202,Specialized tissues and membranes,0.0,0.5,2.0
FYUGP Biochemistry,4,DSC,4,UK4DSCBCH203,Plant Biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,4,DSC,4,UK4DSCBCH204,Techniques in Biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,5,DSC,4,UK5DSCBCH300,Bioenergetics and carbohydrate metabolism,0.0,0.5,2.0
and Industrial,2,DSC,4,UK2DSCBCH104,Biochemical aspects of metabolic regulators,0.0,0.5,2.0
and Industrial,2,DSC,4,UK2DSCBCH105,Molecules of life,0.0,0.5,2.0
and Industrial,2,DSC,4,UK2DSCMBY101,Basic Techniques in Microbiology,0.0,0.5,2.0
and Industrial,2,DSC,4,UK2DSCMBY103,Applied Microbiology,0.0,0.5,2.0
and Industrial,3,DSC,4,UK3DSCBCH200,Properties of biomolecules,0.0,0.5,2.0
and Industrial,3,DSC,4,UK3DSCBCH201,Enzymes and enzyme kinetics,0.0,0.5,2.0
and Industrial,3,DSC,4,UK3DSCBCH202,Sports Nutrition,0.0,0.5,2.0
and Industrial,3,DSC,4,UK3DSCBCH203,"Biosafety, bioethics and IPR",0.0,0.5,2.0
and Industrial,3,DSC,4,UK3DSCBCH204,Functional foods and nutraceuticals,0.0,0.5,2.0
and Industrial,3,DSC,4,UK3DSCBCH205,Phytochemistry,0.0,0.5,2.0
FYUGP Biochemistry,6,DSC,4,UK6DSCBCH305,General Informatics and Bioinformatics,0.0,0.5,2.0
FYUGP Biochemistry,7,DSC,4,UK7DSCBCH400,Cell Signalling,0.0,0.5,2.0
FYUGP Biochemistry,7,DSC,4,UK7DSCBCH401,Advanced techniques in biochemistry,0.0,0.5,2.0
FYUGP Biochemistry,7,DSC,4,UK7DSCBCH402,Research Methodology,0.0,0.5,2.0
FYUGP Biochemistry,7,DSC,4,UK7DSCBCH403,Genetic Engineering,0.0,0.5,2.0
FYUGP Biochemistry,7,DSC,4,UK7DSCBCH405,Neurobiochemistry and Sensory Physiology,0.0,0.5,2.0
and Industrial,4,DSC,4,UK4DSCBCH202,Specialized tissues and membranes,0.0,0.5,2.0
and Industrial,4,DSC,4,UK4DSCBCH203,Plant Biochemistry,0.0,0.5,2.0
and Industrial,4,DSC,4,UK4DSCBCH204,Techniques in Biochemistry,0.0,0.5,2.0
